source_x,source_y,reference_x,reference_y,confidence,residual_px,inlier
302.0000,179.0000,322.3637,181.5886,0.6522,0.9999,1
278.0000,187.0000,299.0369,189.1243,0.9180,0.5606,1
286.0000,187.0000,307.2355,188.8997,0.7894,0.7382,1
278.0000,195.0000,299.7015,197.0600,0.9539,0.6792,1
278.0000,203.0000,299.3453,205.3576,0.9359,0.2549,1
302.0000,203.0000,322.8996,206.1014,0.6809,0.6390,1
310.0000,203.0000,330.5765,206.0089,0.5392,0.8690,1
278.0000,211.0000,299.0114,213.1836,0.9754,0.5164,1
286.0000,211.0000,307.3906,213.2387,0.8099,0.3901,1
294.0000,211.0000,315.1090,213.2976,0.9445,0.4151,1
302.0000,211.0000,322.1902,213.4801,0.9577,1.1848,1
310.0000,211.0000,330.0146,213.5453,0.7130,1.3711,1
318.0000,211.0000,338.5024,213.6400,0.5797,0.8968,1
278.0000,219.0000,299.1891,221.6084,0.8424,0.1189,1
286.0000,219.0000,306.9589,221.6342,0.9336,0.3673,1
294.0000,219.0000,314.6270,222.0218,0.7494,0.8138,1
278.0000,227.0000,299.0046,229.8809,0.8055,0.4134,1
286.0000,227.0000,306.7313,229.7465,0.8218,0.6088,1
294.0000,227.0000,314.8686,229.7507,0.9525,0.4898,1
278.0000,235.0000,298.8012,237.4877,0.5125,0.5191,1
302.0000,235.0000,323.2385,237.3687,0.5881,0.3052,1
310.0000,235.0000,331.2138,238.0751,0.6225,0.4435,1
334.0000,235.0000,355.4982,236.9198,0.6144,0.7970,1
342.0000,235.0000,363.5221,237.0950,0.6381,0.6398,1
481.0000,155.0000,503.0611,158.0554,0.5473,0.2979,1
481.0000,163.0000,503.0611,166.1674,0.7140,0.3202,1
489.0000,163.0000,510.9791,166.2061,0.9590,0.2422,1
497.0000,163.0000,518.5476,165.8909,0.6824,0.3167,1
465.0000,171.0000,486.8638,174.0391,0.6491,0.1386,1
481.0000,171.0000,503.1757,173.8879,0.6661,0.4412,1
489.0000,171.0000,511.4521,173.3587,0.9636,0.9722,1
473.0000,179.0000,495.0345,181.3944,0.8477,0.6947,1
481.0000,179.0000,503.7116,182.0436,0.8995,0.9474,1
489.0000,179.0000,511.7970,182.2392,0.9733,1.0306,1
497.0000,179.0000,519.3328,181.7740,0.6663,0.6125,1
425.0000,187.0000,446.1830,189.0853,0.8874,0.9533,1
489.0000,187.0000,511.2658,189.9831,0.6803,0.4888,1
497.0000,187.0000,519.3537,190.1858,0.9749,0.5645,1
425.0000,195.0000,446.1616,197.4685,0.7055,0.6566,1
497.0000,195.0000,519.4388,198.0110,0.9008,0.6407,1
409.0000,203.0000,430.6997,206.3543,0.5126,0.4808,1
417.0000,203.0000,438.1512,205.9892,0.5325,0.4780,1
497.0000,203.0000,518.4352,205.7002,0.9848,0.5183,1
409.0000,211.0000,430.9785,214.0260,0.5563,0.4027,1
425.0000,211.0000,446.8255,214.3411,0.8340,0.4662,1
497.0000,211.0000,518.8621,214.2435,0.9404,0.1893,1
433.0000,219.0000,454.6744,222.3120,0.8122,0.3850,1
497.0000,219.0000,518.4165,222.3885,0.9864,0.5056,1
497.0000,227.0000,518.3000,229.8093,0.9090,0.5604,1
465.0000,235.0000,486.9863,238.2597,0.7211,0.3732,1
497.0000,235.0000,519.0786,237.8999,0.7888,0.3165,1
612.0000,147.0000,633.6076,149.3340,0.7160,1.0924,1
540.0000,235.0000,561.1319,237.9381,0.5247,0.7950,1
965.0000,147.0000,988.2168,151.4106,0.8010,0.4994,1
965.0000,155.0000,988.3491,159.6974,0.8721,0.8036,1
973.0000,195.0000,996.4813,199.4573,0.7312,0.7224,1
957.0000,219.0000,980.1434,224.1017,0.6217,1.1214,1
32.0000,278.0000,53.3875,280.0156,0.9653,0.6342,1
40.0000,278.0000,60.6081,280.7732,0.9002,0.7093,1
48.0000,278.0000,69.3320,280.9236,0.7768,0.9850,1
72.0000,278.0000,92.7322,280.4833,0.7419,0.3518,1
80.0000,278.0000,101.1453,280.5032,0.6193,0.4386,1
88.0000,278.0000,109.2680,280.3077,0.6878,0.4056,1
32.0000,286.0000,53.4575,288.7439,0.9784,0.9773,1
40.0000,286.0000,61.1441,288.8040,0.8877,0.8129,1
64.0000,286.0000,85.4627,288.2815,0.8049,0.6524,1
72.0000,286.0000,93.1832,288.2707,0.7604,0.3591,1
80.0000,286.0000,101.0127,288.9271,0.5300,0.7775,1
32.0000,294.0000,53.4787,296.3102,0.9226,0.7646,1
40.0000,294.0000,60.9064,296.1889,0.8872,0.1731,1
48.0000,294.0000,69.0690,297.0155,0.9296,0.9622,1
56.0000,294.0000,76.9519,296.5915,0.7807,0.5013,1
72.0000,294.0000,92.6208,296.6769,0.5167,0.5785,1
88.0000,294.0000,108.5876,296.2735,0.5595,0.3100,1
104.0000,294.0000,125.3893,296.8050,0.6990,0.7579,1
32.0000,302.0000,52.7019,304.7630,0.9853,0.7077,1
40.0000,302.0000,61.4094,304.7448,0.9474,0.9235,1
48.0000,302.0000,68.7813,304.4700,0.9450,0.3792,1
56.0000,302.0000,76.9024,304.8802,0.9846,0.7780,1
64.0000,302.0000,84.7440,304.2694,0.9625,0.1680,1
72.0000,302.0000,92.7586,303.9986,0.8663,0.1674,1
80.0000,302.0000,100.4966,304.4029,0.5846,0.4423,1
88.0000,302.0000,108.4618,304.7533,0.8615,0.7157,1
96.0000,302.0000,116.8185,304.4229,0.8748,0.2459,1
104.0000,302.0000,125.4194,304.5847,0.9697,0.6265,1
32.0000,310.0000,52.9045,311.7353,0.9871,0.3516,1
40.0000,310.0000,60.7767,312.5357,0.9562,0.4646,1
48.0000,310.0000,68.9642,312.1652,0.9646,0.1880,1
56.0000,310.0000,77.3820,311.7288,0.9920,0.6836,1
64.0000,310.0000,84.6924,312.3273,0.9951,0.2472,1
72.0000,310.0000,92.7510,311.9345,0.7559,0.2250,1
80.0000,310.0000,100.9200,312.5498,0.6002,0.3989,1
88.0000,310.0000,108.6030,312.7867,0.9603,0.6761,1
96.0000,310.0000,116.9010,312.8670,0.8126,0.6789,1
104.0000,310.0000,125.5422,312.8794,0.9580,0.9183,1
32.0000,318.0000,53.1449,320.0815,0.8993,0.3890,1
40.0000,318.0000,60.7950,319.9246,0.8646,0.1447,1
48.0000,318.0000,69.4115,320.0172,0.9539,0.6220,1
56.0000,318.0000,77.3926,320.5729,0.8176,0.7485,1
64.0000,318.0000,84.9008,320.2776,0.9379,0.1748,1
72.0000,318.0000,93.2115,320.1225,0.5319,0.3644,1
80.0000,318.0000,100.7742,320.5214,0.6900,0.3809,1
88.0000,318.0000,108.7871,320.3129,0.8042,0.1737,1
96.0000,318.0000,116.7356,320.7444,0.6939,0.5835,1
104.0000,318.0000,125.0792,320.7435,0.8879,0.5649,1
32.0000,326.0000,52.9706,328.3527,0.8365,0.3717,1
40.0000,326.0000,60.8364,328.3227,0.6432,0.2649,1
56.0000,326.0000,77.4393,327.8034,0.7443,0.6936,1
88.0000,326.0000,108.7961,328.0652,0.9230,0.1330,1
96.0000,326.0000,116.9688,328.4420,0.5572,0.2686,1
104.0000,326.0000,124.9393,328.6066,0.8969,0.4084,1
32.0000,334.0000,52.4647,336.5751,0.6059,0.6056,1
56.0000,334.0000,77.3084,336.6169,0.8976,0.7202,1
64.0000,334.0000,84.6834,336.7686,0.5310,0.6728,1
88.0000,334.0000,108.8455,336.1844,0.6980,0.0446,1
96.0000,334.0000,117.2664,335.9143,0.6915,0.4503,1
104.0000,334.0000,125.2229,336.0604,0.8913,0.3316,1
88.0000,342.0000,109.4929,344.4487,0.6429,0.6739,1
96.0000,342.0000,117.5356,343.9356,0.6820,0.6772,1
104.0000,342.0000,124.9683,344.0590,0.8046,0.1418,1
40.0000,350.0000,60.7168,352.3415,0.9203,0.2920,1
64.0000,350.0000,84.9765,352.7432,0.5162,0.6538,1
88.0000,350.0000,109.7622,352.7475,0.8886,1.0582,1
96.0000,350.0000,117.4827,352.1001,0.9610,0.5844,1
104.0000,350.0000,125.3471,352.5484,0.9304,0.5573,1
32.0000,358.0000,53.2131,360.8652,0.8985,0.9457,1
40.0000,358.0000,60.4064,360.3248,0.9411,0.4597,1
64.0000,358.0000,86.1124,360.2826,0.8067,1.2941,1
80.0000,358.0000,101.6476,360.7629,0.5696,1.0011,1
88.0000,358.0000,109.6300,360.1227,0.9212,0.7455,1
96.0000,358.0000,117.4166,360.6646,0.9784,0.7132,1
104.0000,358.0000,124.8398,359.9019,0.9931,0.2958,1
32.0000,366.0000,53.0668,368.6605,0.7718,0.6991,1
40.0000,366.0000,60.9387,368.8968,0.9655,0.8626,1
64.0000,366.0000,84.9770,368.4747,0.6999,0.4023,1
72.0000,366.0000,93.4594,368.3444,0.6490,0.6514,1
88.0000,366.0000,109.6775,367.8306,0.9758,0.8540,1
96.0000,366.0000,116.9218,367.6496,0.9742,0.5172,1
104.0000,366.0000,125.5818,368.1153,0.9722,0.6638,1
147.0000,278.0000,168.3938,280.2691,0.8925,0.3808,1
155.0000,278.0000,176.4991,281.1970,0.9870,0.9899,1
163.0000,278.0000,184.0323,281.0837,0.9881,0.7435,1
171.0000,278.0000,191.9205,280.5537,0.7936,0.2464,1
179.0000,278.0000,200.6159,280.3250,0.5526,0.5311,1
187.0000,278.0000,208.0362,280.1802,0.5301,0.2213,1
203.0000,278.0000,224.8785,280.5110,0.8404,0.7424,1
211.0000,278.0000,232.5831,280.5065,0.9765,0.4290,1
219.0000,278.0000,239.9117,280.5808,0.8323,0.2928,1
227.0000,278.0000,248.2935,280.8648,0.9233,0.4028,1
235.0000,278.0000,256.0362,280.5719,0.9608,0.1948,1
147.0000,286.0000,168.3674,288.2787,0.9649,0.3531,1
155.0000,286.0000,175.9620,289.0465,0.9765,0.7293,1
163.0000,286.0000,184.1444,288.2613,0.9778,0.1203,1
171.0000,286.0000,192.4617,288.4776,0.8343,0.4114,1
179.0000,286.0000,199.9737,288.8800,0.7284,0.5217,1
187.0000,286.0000,208.9335,288.8684,0.5532,0.9576,1
195.0000,286.0000,216.6476,288.1200,0.7289,0.5962,1
203.0000,286.0000,224.8280,288.5297,0.8942,0.6951,1
211.0000,286.0000,232.9072,288.7914,0.9768,0.8271,1
219.0000,286.0000,240.1537,288.8565,0.8785,0.4029,1
227.0000,286.0000,248.5685,289.1002,0.7670,0.7313,1
235.0000,286.0000,256.5716,288.6647,0.8592,0.3993,1
147.0000,294.0000,167.8622,297.0110,0.9790,0.7265,1
155.0000,294.0000,176.0392,296.1009,0.9950,0.2167,1
163.0000,294.0000,184.0432,295.8132,0.9920,0.5211,1
171.0000,294.0000,192.6281,295.8095,0.9809,0.7779,1
179.0000,294.0000,200.0953,296.6974,0.9509,0.3297,1
187.0000,294.0000,208.4555,296.5691,0.8929,0.3955,1
195.0000,294.0000,216.9609,296.3196,0.8739,0.8411,1
203.0000,294.0000,223.8495,297.1815,0.9576,0.8176,1
211.0000,294.0000,233.2666,297.0669,0.8768,1.2746,1
219.0000,294.0000,240.1067,297.1083,0.6551,0.6608,1
235.0000,294.0000,256.2172,296.1975,0.9327,0.2872,1
147.0000,302.0000,168.1821,304.1967,0.9656,0.1946,1
155.0000,302.0000,176.5934,303.9382,0.9627,0.6743,1
163.0000,302.0000,184.7693,303.8575,0.9941,0.8596,1
171.0000,302.0000,192.1186,304.7567,0.9702,0.4117,1
179.0000,302.0000,200.0019,304.5560,0.9904,0.2099,1
187.0000,302.0000,208.5333,304.4319,0.9883,0.4303,1
195.0000,302.0000,216.8822,304.5005,0.9682,0.7650,1
203.0000,302.0000,223.9925,305.0186,0.7707,0.6221,1
211.0000,302.0000,232.5442,304.8657,0.5554,0.5796,1
219.0000,302.0000,239.6991,304.6836,0.8665,0.5338,1
227.0000,302.0000,248.5102,304.2253,0.7990,0.3950,1
235.0000,302.0000,256.1413,304.2289,0.8908,0.2631,1
147.0000,310.0000,168.7268,312.5049,0.8763,0.7411,1
155.0000,310.0000,176.4036,312.2732,0.8457,0.3714,1
163.0000,310.0000,184.9753,311.8424,0.9420,1.0430,1
171.0000,310.0000,192.2215,312.2855,0.9212,0.1624,1
179.0000,310.0000,200.2251,312.2324,0.8360,0.1881,1
187.0000,310.0000,207.4601,312.4310,0.9823,0.6485,1
195.0000,310.0000,216.0702,312.4528,0.9869,0.0793,1
203.0000,310.0000,224.9741,312.8993,0.7053,0.9641,1
211.0000,310.0000,232.3999,312.7186,0.6592,0.3762,1
219.0000,310.0000,241.1907,312.7476,0.9177,1.0564,1
227.0000,310.0000,247.6071,312.6455,0.9430,0.6174,1
235.0000,310.0000,255.7122,312.2683,0.9855,0.5447,1
147.0000,318.0000,168.6689,320.6612,0.8949,0.7499,1
155.0000,318.0000,176.6049,320.1589,0.7826,0.5896,1
163.0000,318.0000,184.5688,319.9565,0.8484,0.6343,1
171.0000,318.0000,192.1259,320.0176,0.5794,0.3288,1
179.0000,318.0000,199.3924,320.9408,0.7019,0.9078,1
187.0000,318.0000,207.9426,320.7710,0.8073,0.4286,1
195.0000,318.0000,215.9721,320.6839,0.9458,0.3295,1
203.0000,318.0000,224.7479,320.9190,0.8129,0.7917,1
211.0000,318.0000,232.1458,320.4813,0.9348,0.0580,1
219.0000,318.0000,239.8448,320.4487,0.9005,0.3341,1
227.0000,318.0000,248.3668,320.7906,0.9144,0.3728,1
235.0000,318.0000,255.9455,320.3320,0.9771,0.3053,1
147.0000,326.0000,167.5798,328.1698,0.9859,0.4528,1
155.0000,326.0000,175.2701,328.2386,0.8596,0.7676,1
163.0000,326.0000,183.8051,328.7248,0.9837,0.4730,1
171.0000,326.0000,192.6729,328.5427,0.9737,0.6355,1
179.0000,326.0000,200.6755,329.0660,0.8391,0.9214,1
187.0000,326.0000,208.8452,328.5724,0.7041,0.7649,1
195.0000,326.0000,216.6816,328.8570,0.7950,0.7272,1
203.0000,326.0000,223.8765,329.4055,0.6654,1.0349,1
211.0000,326.0000,232.0679,328.2326,0.8793,0.2113,1
219.0000,326.0000,239.9393,328.5401,0.7691,0.2604,1
227.0000,326.0000,248.2450,328.9301,0.8653,0.4768,1
235.0000,326.0000,256.2782,328.4721,0.9562,0.0629,1
147.0000,334.0000,167.6434,336.1972,0.9914,0.3841,1
155.0000,334.0000,176.3151,335.7232,0.9979,0.6430,1
163.0000,334.0000,184.0108,336.4226,0.9927,0.1121,1
171.0000,334.0000,191.9726,335.9786,0.9348,0.3703,1
179.0000,334.0000,199.9289,336.6527,0.9906,0.3406,1
187.0000,334.0000,208.6966,336.4198,0.9949,0.5914,1
195.0000,334.0000,216.6021,336.7876,0.9574,0.6235,1
203.0000,334.0000,224.0198,336.7212,0.9565,0.3419,1
211.0000,334.0000,231.8001,336.3569,0.9190,0.3667,1
219.0000,334.0000,240.0236,336.1616,0.9212,0.3155,1
227.0000,334.0000,248.2818,336.1704,0.9294,0.2945,1
235.0000,334.0000,255.5513,336.0685,0.9732,0.7758,1
147.0000,342.0000,167.6626,343.6548,0.9570,0.7209,1
155.0000,342.0000,175.6097,344.5271,0.9922,0.4830,1
163.0000,342.0000,184.2667,343.7884,0.9974,0.5688,1
171.0000,342.0000,191.8588,344.3635,0.9872,0.2151,1
179.0000,342.0000,200.3080,343.8711,0.9955,0.5255,1
187.0000,342.0000,208.6620,344.8160,0.9958,0.7141,1
195.0000,342.0000,216.1812,344.6780,0.9892,0.3005,1
203.0000,342.0000,224.3206,344.9168,0.9861,0.5469,1
211.0000,342.0000,232.1233,344.4513,0.9798,0.0522,1
219.0000,342.0000,240.5797,344.4241,0.9876,0.3999,1
227.0000,342.0000,248.4447,344.0746,0.9161,0.4488,1
235.0000,342.0000,256.0790,344.4630,0.9292,0.1371,1
147.0000,350.0000,167.5434,352.4762,0.9904,0.5137,1
155.0000,350.0000,176.0466,352.5243,0.9388,0.2286,1
163.0000,350.0000,184.1740,352.3790,0.9870,0.1372,1
171.0000,350.0000,192.2443,352.2074,0.9694,0.2111,1
179.0000,350.0000,200.3886,352.1128,0.9878,0.3789,1
187.0000,350.0000,208.0984,352.6981,0.9981,0.3354,1
195.0000,350.0000,216.8249,352.7790,0.9950,0.8049,1
203.0000,350.0000,224.4934,352.4027,0.9899,0.3494,1
211.0000,350.0000,232.8307,352.8795,0.9931,0.8152,1
219.0000,350.0000,241.0501,352.5838,0.9599,0.8834,1
227.0000,350.0000,248.6392,352.8504,0.9606,0.5980,1
235.0000,350.0000,256.9888,352.2084,0.6779,0.8134,1
147.0000,358.0000,168.2535,360.4161,0.9966,0.2738,1
155.0000,358.0000,175.7897,360.0107,0.9932,0.3746,1
163.0000,358.0000,184.5964,360.5650,0.9981,0.5994,1
171.0000,358.0000,192.0057,360.0369,0.9931,0.2969,1
179.0000,358.0000,199.9651,360.6487,0.9925,0.3304,1
187.0000,358.0000,208.1673,359.9617,0.9941,0.4024,1
195.0000,358.0000,216.4844,359.8064,0.9839,0.6732,1
203.0000,358.0000,224.4334,360.0172,0.9855,0.4742,1
211.0000,358.0000,232.3514,360.7855,0.9760,0.4204,1
219.0000,358.0000,240.7960,360.6514,0.8805,0.6552,1
227.0000,358.0000,248.3426,360.9184,0.9781,0.4965,1
235.0000,358.0000,256.1310,360.3310,0.9157,0.1549,1
147.0000,366.0000,167.9195,368.0065,0.9932,0.2844,1
155.0000,366.0000,175.6958,368.2118,0.9567,0.3496,1
163.0000,366.0000,183.9605,368.3008,0.9445,0.0943,1
171.0000,366.0000,192.1380,368.2435,0.9486,0.1032,1
179.0000,366.0000,199.7832,368.6051,0.9316,0.4060,1
187.0000,366.0000,208.3990,368.1550,0.9931,0.3535,1
195.0000,366.0000,216.6012,367.9845,0.9777,0.6135,1
203.0000,366.0000,224.0041,368.2763,0.9095,0.1809,1
211.0000,366.0000,232.5515,368.2174,0.6535,0.4324,1
219.0000,366.0000,240.8837,368.5385,0.9564,0.7122,1
227.0000,366.0000,249.1394,368.8042,0.9868,1.0085,1
235.0000,366.0000,256.9925,368.4100,0.9799,0.7769,1
286.0000,278.0000,307.3236,280.6209,0.7443,0.0239,1
294.0000,278.0000,315.8410,280.8012,0.8204,0.5288,1
302.0000,278.0000,323.5384,280.0252,0.9306,0.6302,1
310.0000,278.0000,331.0350,280.4515,0.7092,0.3990,1
286.0000,286.0000,307.0954,288.4243,0.9440,0.2887,1
294.0000,286.0000,315.5404,288.6630,0.9036,0.2005,1
286.0000,294.0000,307.3386,296.4842,0.9438,0.1075,1
294.0000,294.0000,315.9036,296.9679,0.9879,0.6627,1
302.0000,294.0000,323.8803,296.1478,0.9558,0.7020,1
310.0000,294.0000,331.2890,296.7679,0.9268,0.1577,1
278.0000,302.0000,299.6312,304.4447,0.7874,0.3441,1
286.0000,302.0000,307.5254,304.6007,0.9822,0.1965,1
294.0000,302.0000,315.2230,304.6089,0.9815,0.1245,1
302.0000,302.0000,323.1194,304.4742,0.9556,0.2869,1
318.0000,302.0000,339.7832,304.2073,0.8062,0.5884,1
366.0000,302.0000,388.0663,304.2752,0.5275,0.7350,1
286.0000,310.0000,307.6521,312.4404,0.9328,0.3534,1
294.0000,310.0000,315.4501,312.9221,0.8276,0.3362,1
318.0000,310.0000,339.9367,312.8170,0.5902,0.5597,1
358.0000,310.0000,380.1541,313.0041,0.6163,0.7143,1
366.0000,310.0000,387.6043,312.1935,0.9369,0.5666,1
318.0000,318.0000,339.0596,321.0156,0.5136,0.5018,1
358.0000,318.0000,379.9807,321.2573,0.9473,0.7168,1
294.0000,326.0000,315.9725,328.8119,0.8548,0.6605,1
350.0000,326.0000,371.0240,329.8374,0.9501,1.2117,1
358.0000,326.0000,379.1542,328.9303,0.9374,0.3937,1
286.0000,334.0000,307.4546,336.7430,0.5722,0.2081,1
294.0000,334.0000,315.1648,336.2731,0.6078,0.3686,1
318.0000,334.0000,339.0641,336.5371,0.5262,0.3549,1
334.0000,334.0000,355.2085,337.2176,0.7076,0.5884,1
342.0000,334.0000,363.7184,337.9957,0.5373,1.3288,1
358.0000,334.0000,379.3879,337.0468,0.9696,0.3373,1
294.0000,342.0000,315.7711,344.6427,0.9891,0.4254,1
318.0000,342.0000,339.2510,345.0342,0.7573,0.4229,1
278.0000,350.0000,298.6801,351.9730,0.9211,0.8587,1
286.0000,350.0000,306.8947,352.5975,0.9811,0.4376,1
294.0000,350.0000,315.6691,352.2133,0.9891,0.4913,1
302.0000,350.0000,323.5577,352.2637,0.9002,0.3891,1
318.0000,350.0000,339.4416,352.7924,0.5039,0.1604,1
342.0000,350.0000,363.3568,352.8801,0.6419,0.2181,1
278.0000,358.0000,299.4037,360.1521,0.9811,0.4078,1
286.0000,358.0000,307.5668,360.5272,0.9624,0.2384,1
294.0000,358.0000,315.4632,360.4566,0.9921,0.1701,1
302.0000,358.0000,324.0490,360.6574,0.9160,0.6837,1
310.0000,358.0000,331.3766,360.3605,0.5522,0.2565,1
326.0000,358.0000,346.8131,360.4084,0.5998,0.6550,1
334.0000,358.0000,355.6301,360.1019,0.7660,0.5962,1
342.0000,358.0000,364.0621,360.9790,0.6083,0.6725,1
278.0000,366.0000,299.0398,368.4069,0.8910,0.3078,1
286.0000,366.0000,307.1222,368.2595,0.9834,0.3694,1
294.0000,366.0000,315.3631,368.2477,0.9929,0.3328,1
302.0000,366.0000,323.2594,368.3562,0.9728,0.2642,1
310.0000,366.0000,331.3459,367.8973,0.8280,0.7175,1
318.0000,366.0000,339.1856,368.5969,0.8028,0.2212,1
326.0000,366.0000,347.5339,367.6048,0.5845,1.0482,1
481.0000,278.0000,502.7869,281.3774,0.7299,0.3730,1
433.0000,286.0000,455.3238,288.7077,0.6612,0.6913,1
473.0000,286.0000,495.3994,289.6318,0.9672,0.9161,1
481.0000,286.0000,503.0529,289.1718,0.9824,0.3312,1
489.0000,286.0000,510.8225,288.8893,0.5873,0.1341,1
409.0000,294.0000,430.7274,297.0131,0.6262,0.2044,1
457.0000,294.0000,478.5757,297.2843,0.5678,0.3634,1
465.0000,294.0000,487.1973,297.2309,0.7300,0.5351,1
473.0000,294.0000,494.5160,297.1672,0.9811,0.2991,1
481.0000,294.0000,502.9021,297.4163,0.9842,0.4383,1
489.0000,294.0000,510.4482,297.0851,0.6630,0.3458,1
433.0000,302.0000,455.1139,304.3936,0.5859,0.6759,1
441.0000,302.0000,462.9262,304.2682,0.7872,0.6897,1
457.0000,302.0000,478.9607,305.3223,0.9377,0.4497,1
465.0000,302.0000,486.7647,305.3374,0.9627,0.3765,1
473.0000,302.0000,494.7773,304.8871,0.9955,0.0954,1
481.0000,302.0000,502.8300,306.1047,0.9696,1.1107,1
489.0000,302.0000,511.3946,305.4721,0.7059,0.7617,1
425.0000,310.0000,447.2544,312.7397,0.6040,0.6261,1
433.0000,310.0000,454.4584,313.0675,0.8629,0.2681,1
449.0000,310.0000,471.0873,312.3572,0.6843,0.6894,1
465.0000,310.0000,487.3270,313.8809,0.9032,1.0963,1
473.0000,310.0000,495.1754,313.2697,0.9813,0.5158,1
481.0000,310.0000,503.3407,312.9244,0.9489,0.5752,1
489.0000,310.0000,511.4620,313.4240,0.7372,0.7917,1
497.0000,310.0000,519.0379,312.9546,0.6806,0.2429,1
425.0000,318.0000,446.4396,320.7129,0.9131,0.2590,1
433.0000,318.0000,454.3851,320.9532,0.5208,0.2838,1
441.0000,318.0000,463.0406,320.2949,0.7479,0.7097,1
465.0000,318.0000,486.8411,321.5057,0.9302,0.5600,1
473.0000,318.0000,494.6584,321.1933,0.9806,0.2396,1
481.0000,318.0000,503.0680,320.3562,0.8958,0.6999,1
489.0000,318.0000,511.4099,320.2744,0.8930,0.9604,1
497.0000,318.0000,518.8539,320.7922,0.8859,0.2356,1
417.0000,326.0000,438.4085,328.6780,0.9638,0.2788,1
425.0000,326.0000,446.7240,328.3987,0.9219,0.4775,1
433.0000,326.0000,454.5187,329.0328,0.7749,0.2050,1
441.0000,326.0000,462.8228,328.4806,0.8218,0.4457,1
457.0000,326.0000,479.2540,328.7116,0.6782,0.5829,1
465.0000,326.0000,487.3839,329.3596,0.9368,0.7666,1
473.0000,326.0000,495.3353,329.3502,0.9960,0.6963,1
481.0000,326.0000,503.0455,328.1511,0.9549,0.8795,1
489.0000,326.0000,511.1782,328.4117,0.9445,0.7084,1
497.0000,326.0000,518.4676,328.9975,0.9028,0.3394,1
417.0000,334.0000,438.4317,336.6627,0.8832,0.2698,1
425.0000,334.0000,446.6585,337.1056,0.9464,0.2397,1
433.0000,334.0000,455.1423,337.2146,0.9360,0.5834,1
441.0000,334.0000,462.5151,336.5927,0.9678,0.3487,1
449.0000,334.0000,470.9975,336.8869,0.8757,0.3006,1
457.0000,334.0000,479.0078,336.1666,0.8705,0.8201,1
465.0000,334.0000,486.5595,337.0543,0.8522,0.2037,1
473.0000,334.0000,495.0760,337.6222,0.9942,0.7310,1
481.0000,334.0000,502.7513,336.9834,0.9431,0.0192,1
489.0000,334.0000,510.4603,336.4703,0.9273,0.6232,1
497.0000,334.0000,518.5538,336.8760,0.8154,0.2894,1
417.0000,342.0000,438.2520,344.3453,0.9251,0.6257,1
425.0000,342.0000,446.2186,344.9123,0.9824,0.4288,1
433.0000,342.0000,454.8009,344.5804,0.9951,0.3300,1
441.0000,342.0000,462.7189,344.8646,0.9837,0.0499,1
449.0000,342.0000,471.1172,344.2853,0.9670,0.7547,1
457.0000,342.0000,478.7499,344.4238,0.9775,0.5074,1
465.0000,342.0000,486.9292,344.7337,0.9457,0.2885,1
473.0000,342.0000,494.9974,345.0036,0.8701,0.2478,1
481.0000,342.0000,503.2879,345.1325,0.6036,0.5390,1
489.0000,342.0000,510.4692,344.8522,0.8121,0.3510,1
417.0000,350.0000,438.4170,352.1479,0.7694,0.7265,1
425.0000,350.0000,446.0764,352.5603,0.9797,0.6427,1
433.0000,350.0000,454.8912,352.1582,0.9881,0.7541,1
441.0000,350.0000,462.5563,352.0271,0.9839,0.8754,1
449.0000,350.0000,470.3673,352.9582,0.9653,0.3352,1
457.0000,350.0000,478.7525,352.3299,0.9626,0.5982,1
465.0000,350.0000,487.0041,352.5487,0.9105,0.4779,1
473.0000,350.0000,494.9821,353.0429,0.9889,0.2433,1
481.0000,350.0000,502.6873,352.2897,0.8783,0.6926,1
489.0000,350.0000,510.4974,353.1619,0.7895,0.3368,1
497.0000,350.0000,518.6903,353.1238,0.8199,0.1628,1
417.0000,358.0000,438.3136,360.2883,0.7795,0.6349,1
425.0000,358.0000,445.7755,360.3648,0.9231,0.9993,1
433.0000,358.0000,454.5561,360.2026,0.6471,0.6797,1
449.0000,358.0000,470.9372,360.2135,0.9829,0.7333,1
457.0000,358.0000,478.8655,360.8332,0.5005,0.1737,1
465.0000,358.0000,487.1611,360.7182,0.9434,0.4803,1
473.0000,358.0000,494.9306,361.2175,0.9834,0.3147,1
481.0000,358.0000,502.8745,360.4794,0.9899,0.5053,1
489.0000,358.0000,511.0038,360.8458,0.9832,0.2587,1
497.0000,358.0000,518.5954,361.0497,0.7939,0.2164,1
417.0000,366.0000,437.9110,367.8207,0.6979,1.2437,1
425.0000,366.0000,446.2686,368.3053,0.7341,0.6656,1
449.0000,366.0000,470.0675,368.3025,0.8811,0.8727,1
465.0000,366.0000,486.8036,368.8333,0.5422,0.1244,1
473.0000,366.0000,494.9663,368.3339,0.9016,0.6557,1
481.0000,366.0000,502.6023,368.4725,0.9735,0.5265,1
489.0000,366.0000,510.3488,369.1576,0.8594,0.4727,1
540.0000,310.0000,561.6421,312.7009,0.5260,0.4900,1
556.0000,318.0000,577.9512,321.1789,0.6548,0.0348,1
548.0000,326.0000,570.3876,328.7804,0.6202,0.5806,1
548.0000,342.0000,570.1311,344.7758,0.6749,0.4029,1
580.0000,342.0000,601.9935,344.6322,0.5128,0.5549,1
556.0000,350.0000,578.2769,353.3225,0.6418,0.3857,1
556.0000,358.0000,577.8464,361.1578,0.6951,0.0981,1
